年月日,平均気温,天気概況（昼）,都市
2022/3/30,19.7,6.3,曇りときどき晴れ,高松
2022/3/31,17.2,9.9,曇りのち雨,高松
2022/4/1,14.3,7.5,晴れ,高松
2022/4/2,12.2,3.9,曇り,高松
2022/4/3,16.7,4.4,晴れ,高松
2022/4/4,19.6,8.0,晴れ,高松
2022/4/5,19.0,4.8,晴れ,高松
2022/4/6,22.9,11.2,曇りときどき晴れ,高松
2022/4/7,22.6,9.3,晴れ,高松
2022/4/8,21.3,11.1,晴れ,高松
2022/4/9,23.7,9.4,晴れ,高松
2022/4/10,24.3,11.2,晴れ,高松
2022/4/11,20.8,13.4,曇り,高松
2022/4/12,25.0,14.3,晴れ,高松
2022/4/13,25.5,15.1,曇り,高松
2022/4/14,19.7,15.5,曇り,高松
2022/4/15,16.9,12.4,雨ときどき曇り,高松
2022/4/16,18.2,10.6,晴れ,高松
2022/4/17,21.5,6.9,晴れ,高松
2022/4/18,21.9,9.5,曇り,高松
2022/4/19,23.5,10.4,曇り,高松
2022/4/20,24.7,10.7,晴れ,高松
2022/4/21,18.7,13.8,曇りのち雨,高松
2022/4/22,25.1,14.8,晴れ,高松
2022/4/23,26.7,15.2,曇り,高松
2022/4/24,18.2,15.5,雨,高松
2022/4/25,25.3,16.2,曇りときどき晴れ,高松
2022/4/26,28.6,16.1,曇りときどき雨,高松
2022/4/27,24.7,15.4,曇り,高松
2022/4/28,24.6,14.0,晴れ,高松
2022/4/29,20.5,11.7,雨ときどき曇り,高松
2022/4/30,19.0,10.8,晴れ,高松
2022/5/1,21.9,12.5,曇り,高松
2022/5/2,22.4,8.5,晴れ,高松
2022/5/3,21.3,10.4,晴れ,高松
2022/5/4,24.3,9.7,晴れ,高松
2022/5/5,24.4,12.4,晴れ,高松
2022/5/6,25.8,14.7,曇りのち晴れ,高松
2022/5/7,28.2,15.7,晴れ,高松
2022/5/8,23.1,15.3,曇り,高松
2022/5/9,16.8,13.2,曇り,高松
2022/5/10,22.0,11.2,曇り,高松
2022/5/11,21.5,16.5,曇りときどき雨,高松
2022/5/12,20.5,17.6,雨,高松
2022/5/13,20.1,17.9,雨,高松
2022/5/14,24.3,17.1,曇り,高松
2022/5/15,21.3,13.4,曇り,高松
2022/5/16,22.7,13.8,曇り,高松
2022/5/17,23.7,14.5,曇りときどき晴れ,高松
2022/5/18,27.0,12.1,晴れ,高松
2022/5/19,26.6,13.9,曇り,高松
2022/5/20,24.0,16.9,曇り,高松
2022/5/21,23.0,16.3,曇り,高松
2022/5/22,29.5,14.7,晴れ,高松
2022/5/23,28.4,18.0,晴れ,高松
2022/5/24,29.1,16.8,晴れ,高松
2022/5/25,28.6,18.1,晴れ,高松
2022/5/26,27.4,18.7,曇り,高松
2022/5/27,29.3,18.4,晴れ,高松
2022/5/28,30.5,20.3,晴れ,高松
2022/5/29,30.0,19.0,晴れ,高松
2022/5/30,24.5,17.6,曇りときどき雨,高松
2022/5/31,29.0,18.3,晴れ,高松
2022/6/1,25.5,15.7,曇り,高松
2022/6/2,28.7,15.4,晴れ,高松
2022/6/3,31.7,17.9,晴れ,高松
2022/6/4,28.2,19.0,晴れ,高松
2022/6/5,22.5,17.6,曇りのち雨,高松
2022/6/6,24.5,17.7,曇りときどき雨,高松
2022/6/7,23.7,17.0,曇り,高松
2022/6/8,25.5,15.0,晴れ,高松
2022/6/9,27.9,17.0,晴れ,高松
2022/6/10,29.0,19.4,曇りときどき晴れ,高松
2022/6/11,23.8,19.9,雨,高松
2022/6/12,29.0,17.9,晴れ,高松
2022/1/1,11.6,-0.8,晴れ,高知
2022/1/2,13.5,0.3,晴れときどき曇り,高知
2022/1/3,13.4,0.8,晴れ,高知
2022/1/4,13.7,0.8,晴れ,高知
2022/1/5,10.6,0.9,曇りときどき晴れ,高知
2022/1/6,12.7,4.3,雨のち晴れ,高知
2022/1/7,12.6,2.6,晴れ,高知
2022/1/8,12.8,0.3,晴れ,高知
2022/1/9,15.2,1.8,曇りときどき晴れ,高知
2022/1/10,15.5,3.8,晴れ,高知
2022/1/11,13.6,1.9,雨ときどき曇り,高知
2022/1/12,9.7,0.9,晴れ,高知
2022/1/13,9.7,-0.9,曇りときどき晴れ,高知
2022/1/14,10.0,-1.6,晴れ,高知
2022/1/15,11.6,0.0,晴れときどき曇り,高知
2022/1/16,15.2,-0.1,晴れときどき曇り,高知
2022/1/17,12.1,2.2,曇り,高知
2022/1/18,11.3,-0.4,晴れ,高知
2022/1/19,11.3,-1.4,晴れ,高知
2022/1/20,10.1,-0.2,晴れときどき雪,高知
2022/1/21,9.7,0.6,晴れ,高知
2022/1/22,12.5,-0.5,晴れ,高知
2022/1/23,9.5,6.7,雨,高知
2022/1/24,13.2,6.1,晴れ,高知
2022/1/25,11.5,5.0,曇り,高知
2022/1/26,16.7,2.7,晴れ,高知
2022/1/27,14.2,4.2,晴れときどき曇り,高知
2022/1/28,13.9,3.3,晴れ,高知
2022/1/29,11.5,5.0,曇り,高知
2022/1/30,11.0,5.1,曇り,高知
2022/1/31,12.8,1.5,晴れ,高知
2022/2/1,13.4,0.2,晴れ,高知
2022/2/2,11.0,0.9,晴れ,高知
2022/2/3,11.6,3.7,曇り,高知
2022/2/4,12.3,2.9,晴れときどき曇り,高知
2022/2/5,8.1,0.3,晴れ,高知
2022/2/6,9.3,-1.6,晴れ,高知
2022/2/7,10.2,-1.5,晴れ,高知
2022/2/8,7.4,2.6,雨ときどき曇り,高知
2022/2/9,14.0,1.0,晴れ,高知
2022/2/10,13.0,4.3,雨のち曇り,高知
2022/2/11,15.3,2.2,晴れ,高知
2022/2/12,15.0,3.6,曇りときどき晴れ,高知
2022/2/13,9.9,7.6,雨,高知
2022/2/14,15.6,7.5,曇りのち晴れ,高知
2022/2/15,14.9,3.2,晴れ,高知
2022/2/16,9.9,1.2,晴れ,高知
2022/2/17,7.4,-0.3,晴れ,高知
2022/2/18,11.6,-1.1,晴れときどき曇り,高知
2022/2/19,8.0,3.2,雨,高知
2022/2/20,10.4,2.4,曇り,高知
2022/2/21,10.0,-0.2,晴れ,高知
2022/2/22,12.1,-0.9,晴れ,高知
2022/2/23,8.8,0.3,曇り,高知
2022/2/24,10.4,-0.9,晴れ,高知
2022/2/25,12.5,-1.5,晴れ,高知
2022/2/26,13.5,0.0,晴れ,高知
2022/2/27,18.3,3.0,晴れ,高知
2022/2/28,15.9,2.8,晴れ,高知
2022/3/1,9.2,5.1,雨ときどき曇り,高知
2022/3/2,18.2,5.7,晴れ,高知
2022/3/3,16.2,1.8,晴れ,高知
2022/3/4,14.2,2.5,曇りときどき晴れ,高知
2022/3/5,20.0,3.0,晴れ,高知
2022/3/6,15.1,4.4,晴れ,高知
2022/3/7,12.8,4.0,曇り,高知
2022/3/8,15.1,2.6,晴れ,高知
2022/3/9,17.5,3.3,晴れ,高知
2022/3/10,17.0,4.0,晴れ,高知
2022/3/11,17.6,7.2,曇りときどき晴れ,高知
2022/3/12,20.9,8.8,晴れときどき曇り,高知
2022/3/13,19.8,11.7,曇り,高知
2022/3/14,22.8,14.7,晴れときどき曇り,高知
2022/3/15,25.3,14.2,晴れ,高知
2022/3/16,21.9,10.5,晴れ,高知
2022/3/17,22.1,9.9,晴れ,高知
2022/3/18,16.6,11.1,大雨,高知
2022/3/19,17.6,9.0,曇りときどき晴れ,高知
2022/3/20,15.8,6.8,曇りときどき晴れ,高知
2022/3/21,16.9,8.2,曇りときどき晴れ,高知
2022/3/22,16.2,8.8,雨のち曇り,高知
2022/3/23,14.6,6.7,曇り,高知
2022/3/24,18.0,5.4,晴れ,高知
2022/3/25,19.3,6.9,晴れときどき曇り,高知
2022/3/26,18.7,15.5,大雨,高知
2022/3/27,22.0,12.9,晴れときどき曇り,高知
2022/3/28,19.1,12.3,曇り,高知
2022/3/29,16.9,12.4,曇り,高知
2022/3/30,20.9,12.3,曇り,高知
2022/3/31,20.0,11.8,曇りときどき晴れ,高知
2022/4/1,16.3,8.4,晴れときどき曇り,高知
2022/4/2,14.2,5.6,曇り,高知
2022/4/3,19.8,6.2,曇りのち晴れ,高知
2022/4/4,21.3,8.4,晴れ,高知
2022/4/5,18.9,6.3,晴れ,高知
2022/4/6,20.8,11.9,晴れときどき曇り,高知
2022/4/7,21.7,9.5,晴れ,高知
2022/4/8,23.7,10.2,晴れ,高知
2022/4/9,21.9,12.1,晴れ,高知
2022/4/10,23.9,12.4,晴れ,高知
2022/4/11,22.6,13.2,曇りときどき晴れ,高知
2022/4/12,23.7,16.2,曇りときどき晴れ,高知
2022/4/13,25.3,18.6,晴れのち雨,高知
2022/4/14,22.9,18.6,曇りときどき雨,高知
2022/4/15,25.2,15.2,晴れのち雨,高知
2022/4/16,20.0,12.0,晴れ,高知
2022/4/17,21.4,8.5,晴れ,高知
2022/4/18,23.1,10.0,曇り,高知
2022/4/19,23.6,13.2,晴れときどき曇り,高知
2022/4/20,23.5,10.7,晴れ,高知
2022/4/21,18.7,15.0,雨ときどき曇り,高知
2022/4/22,23.5,13.3,晴れ,高知
2022/4/23,23.5,13.9,曇り,高知
2022/4/24,19.1,16.0,雨,高知
2022/4/25,24.6,17.2,曇り,高知
2022/4/26,22.9,18.3,雨,高知
2022/4/27,26.2,20.1,曇りときどき雨,高知
2022/4/28,26.2,19.6,曇りときどき晴れ,高知
2022/4/29,24.1,14.0,大雨,高知
2022/4/30,20.9,11.5,晴れ,高知
2022/5/1,22.5,12.2,曇り,高知
2022/5/2,24.7,11.1,晴れ,高知
2022/5/3,20.1,12.1,晴れ,高知
2022/5/4,22.8,10.3,晴れ,高知
2022/5/5,24.7,12.9,曇りときどき晴れ,高知
2022/5/6,23.6,16.4,曇り,高知
2022/5/7,25.9,14.8,晴れ,高知
2022/5/8,26.0,17.0,晴れ,高知
2022/5/9,20.2,14.7,雨ときどき曇り,高知
2022/5/10,23.2,13.2,曇りときどき晴れ,高知
2022/5/11,22.2,17.3,雨,高知
2022/5/12,20.6,18.4,大雨,高知
2022/5/13,21.6,19.3,雨,高知
2022/5/14,28.3,16.7,晴れときどき曇り,高知
2022/5/15,22.0,13.3,曇り,高知
2022/5/16,20.8,15.5,曇り,高知
2022/5/17,22.8,15.1,曇り,高知
2022/5/18,24.9,13.0,晴れ,高知
2022/5/19,26.8,12.5,晴れときどき曇り,高知
2022/5/20,24.3,15.5,曇り,高知
2022/5/21,21.2,15.2,曇りときどき雨,高知
2022/5/22,26.6,13.3,晴れ,高知
2022/5/23,27.2,15.9,曇りときどき晴れ,高知
2022/5/24,27.4,16.4,晴れ,高知
2022/5/25,26.8,16.8,晴れときどき曇り,高知
2022/5/26,24.7,18.7,雨ときどき曇り,高知
2022/5/27,29.4,17.7,晴れときどき曇り,高知
2022/5/28,28.6,15.4,晴れ,高知
2022/5/29,28.4,16.0,晴れときどき曇り,高知
2022/5/30,20.4,17.6,雨,高知
2022/5/31,29.8,19.0,晴れ,高知
2022/6/1,26.3,15.6,曇り,高知
2022/6/2,27.1,13.6,晴れ,高知
2022/6/3,27.0,15.9,晴れ,高知
2022/6/4,28.6,18.3,晴れ,高知
2022/6/5,23.0,17.6,曇りのち雨,高知
2022/6/6,26.9,17.5,曇りときどき雨,高知
2022/6/7,27.3,18.6,晴れ,高知
2022/6/8,25.1,17.9,曇りのち晴れ,高知
2022/6/9,26.8,17.9,晴れのち曇り,高知
2022/6/10,27.1,19.7,曇り,高知
2022/6/11,22.3,18.8,雨,高知
2022/6/12,31.7,18.1,晴れ,高知
2022/1/1,8.4,2.7,曇りときどき晴れ,徳島
2022/1/2,9.7,-0.5,晴れ,徳島
2022/1/3,13.0,4.9,晴れときどき曇り,徳島
2022/1/4,11.5,3.4,晴れ,徳島
2022/1/5,8.6,3.2,雨のち曇り,徳島
2022/1/6,7.8,3.3,雨のち曇り,徳島
2022/1/7,9.2,4.0,晴れときどき曇り,徳島
2022/1/8,9.8,0.2,晴れ,徳島
2022/1/9,12.8,1.9,晴れときどき曇り,徳島
2022/1/10,13.2,5.1,晴れときどき曇り,徳島
2022/1/11,9.7,3.3,雨ときどき曇り,徳島
2022/1/12,7.8,2.3,晴れ,徳島
2022/1/13,7.8,1.3,晴れときどき雪,徳島
2022/1/14,7.2,2.1,晴れ,徳島
2022/1/15,9.2,2.0,曇りときどき晴れ,徳島
2022/1/16,13.6,0.2,晴れ,徳島
2022/1/17,10.1,4.2,曇り,徳島
2022/1/18,8.0,1.8,晴れときどき曇り,徳島
2022/1/19,9.1,1.3,晴れ,徳島
2022/1/20,7.9,0.5,晴れ,徳島
2022/1/21,7.9,1.5,晴れのち雨,徳島
2022/1/22,8.1,1.9,晴れ,徳島
2022/1/23,5.6,2.1,雨,徳島
2022/1/24,9.1,4.3,曇り,徳島
2022/1/25,8.1,2.8,曇り,徳島
2022/1/26,12.9,2.6,晴れときどき曇り,徳島
2022/1/27,11.5,4.9,晴れ,徳島
2022/1/28,12.6,3.3,晴れときどき曇り,徳島
2022/1/29,10.6,4.9,曇り,徳島
2022/1/30,9.3,4.4,曇りときどき晴れ,徳島
2022/1/31,9.7,3.6,晴れ,徳島
2022/2/1,13.1,0.7,晴れ,徳島
2022/2/2,10.6,3.8,晴れ,徳島
2022/2/3,10.4,3.9,曇り,徳島
2022/2/4,10.0,2.7,晴れ,徳島
2022/2/5,6.1,1.6,晴れ,徳島
2022/2/6,6.8,1.5,晴れ,徳島
2022/2/7,9.6,0.7,晴れ,徳島
2022/2/8,8.3,4.3,雨ときどき曇り,徳島
2022/2/9,10.7,2.3,晴れ,徳島
2022/2/10,8.6,4.4,雨のち晴れ,徳島
2022/2/11,12.3,2.7,晴れ,徳島
2022/2/12,12.8,2.8,晴れ,徳島
2022/2/13,6.3,3.2,雨,徳島
2022/2/14,10.7,3.1,曇り,徳島
2022/2/15,14.4,1.2,晴れ,徳島
2022/2/16,8.0,0.0,晴れ,徳島
2022/2/17,5.1,-1.2,晴れ,徳島
2022/2/18,8.6,0.9,晴れ,徳島
2022/2/19,5.0,1.3,雨ときどき曇り,徳島
2022/2/20,7.5,2.8,曇り,徳島
2022/2/21,6.6,1.1,曇りときどき晴れ,徳島
2022/2/22,8.9,1.0,晴れときどき曇り,徳島
2022/2/23,7.2,0.9,曇り,徳島
2022/2/24,8.2,1.7,晴れ,徳島
2022/2/25,10.8,0.2,晴れ,徳島
2022/2/26,11.4,0.5,晴れ,徳島
2022/2/27,14.6,2.4,晴れ,徳島
2022/2/28,13.7,3.5,晴れ,徳島
2022/3/1,10.3,4.2,雨ときどき曇り,徳島
2022/3/2,15.2,6.2,曇りときどき晴れ,徳島
2022/3/3,14.8,5.8,晴れ,徳島
2022/3/4,11.2,3.1,曇りときどき晴れ,徳島
2022/3/5,20.1,3.4,晴れ,徳島
2022/3/6,12.0,4.7,晴れ,徳島
2022/3/7,10.1,3.3,曇りときどき晴れ,徳島
2022/3/8,12.1,2.5,晴れ,徳島
2022/3/9,14.9,3.9,晴れ,徳島
2022/3/10,14.5,4.8,晴れ,徳島
2022/3/11,14.9,6.0,曇り,徳島
2022/3/12,19.5,9.7,晴れ,徳島
2022/3/13,20.8,9.9,曇りときどき晴れ,徳島
2022/3/14,20.9,13.7,曇り,徳島
2022/3/15,20.8,12.0,晴れ,徳島
2022/3/16,19.2,8.3,晴れ,徳島
2022/3/17,17.9,9.9,曇りときどき晴れ,徳島
2022/3/18,11.2,8.6,大雨,徳島
2022/3/19,15.4,7.1,曇りのち雨,徳島
2022/3/20,13.3,5.6,晴れ,徳島
2022/3/21,14.7,7.8,曇りときどき晴れ,徳島
2022/3/22,10.6,6.2,雨のち曇り,徳島
2022/3/23,11.9,5.1,曇り,徳島
2022/3/24,17.5,6.8,晴れ,徳島
2022/3/25,18.7,6.3,晴れ,徳島
2022/3/26,18.9,14.6,雨ときどき曇り,徳島
2022/3/27,20.1,13.0,晴れ,徳島
2022/3/28,14.8,9.4,曇り,徳島
2022/3/29,15.4,8.8,曇り,徳島
2022/3/30,21.4,8.3,晴れ,徳島
2022/3/31,19.1,9.5,雨ときどき曇り,徳島
2022/4/1,14.2,7.5,晴れときどき曇り,徳島
2022/4/2,11.9,5.8,曇りときどき晴れ,徳島
2022/4/3,14.1,6.8,曇り,徳島
2022/4/4,18.9,9.8,晴れ,徳島
2022/4/5,18.9,7.1,晴れ,徳島
2022/4/6,19.7,10.1,晴れ,徳島
2022/4/7,19.1,9.8,晴れ,徳島
2022/4/8,19.4,12.6,晴れ,徳島
2022/4/9,22.0,10.3,晴れ,徳島
2022/4/10,23.9,11.9,晴れ,徳島
2022/4/11,22.4,13.3,曇り,徳島
2022/4/12,23.8,14.6,晴れ,徳島
2022/4/13,23.0,15.5,晴れのち曇り,徳島
2022/4/14,22.5,16.2,曇りときどき雨,徳島
2022/4/15,17.3,13.1,曇りときどき雨,徳島
2022/4/16,17.5,10.8,晴れ,徳島
2022/4/17,20.6,8.1,晴れ,徳島
2022/4/18,20.5,10.4,曇りときどき晴れ,徳島
2022/4/19,22.1,13.1,晴れときどき曇り,徳島
2022/4/20,23.4,11.4,晴れ,徳島
2022/4/21,18.0,14.6,雨ときどき曇り,徳島
2022/4/22,22.1,13.2,晴れ,徳島
2022/4/23,22.4,14.8,曇り,徳島
2022/4/24,17.9,15.8,雨,徳島
2022/4/25,24.1,16.6,曇りときどき晴れ,徳島
2022/4/26,27.0,17.2,曇りときどき雨,徳島
2022/4/27,23.5,15.0,曇りときどき雨,徳島
2022/4/28,24.0,13.6,晴れ,徳島
2022/4/29,22.8,12.7,雨ときどき曇り,徳島
2022/4/30,19.9,11.7,晴れ,徳島
2022/5/1,21.6,12.8,曇り,徳島
2022/5/2,19.6,10.1,晴れときどき曇り,徳島
2022/5/3,20.6,11.3,晴れ,徳島
2022/5/4,23.7,10.0,晴れ,徳島
2022/5/5,23.6,12.9,晴れときどき曇り,徳島
2022/5/6,24.0,17.0,曇り,徳島
2022/5/7,24.9,15.2,晴れ,徳島
2022/5/8,21.7,15.9,晴れ,徳島
2022/5/9,18.0,13.6,曇り,徳島
2022/5/10,21.6,12.4,曇り,徳島
2022/5/11,21.6,16.4,雨ときどき曇り,徳島
2022/5/12,20.1,17.7,大雨,徳島
2022/5/13,19.8,17.9,雨,徳島
2022/5/14,24.1,17.1,曇り,徳島
2022/5/15,20.8,14.0,曇り,徳島
2022/5/16,21.9,14.1,曇り,徳島
2022/5/17,21.5,14.0,曇り,徳島
2022/5/18,26.6,12.4,晴れ,徳島
2022/5/19,25.6,13.8,晴れ,徳島
2022/5/20,23.8,16.7,曇り,徳島
2022/5/21,20.9,15.9,曇りときどき雨,徳島
2022/5/22,27.1,15.6,晴れ,徳島
2022/5/23,26.5,17.7,晴れ,徳島
2022/5/24,28.3,16.1,晴れ,徳島
2022/5/25,28.7,18.2,晴れときどき曇り,徳島
2022/5/26,26.5,17.6,曇り,徳島
2022/5/27,28.5,17.5,曇り,徳島
2022/5/28,30.2,19.2,晴れ,徳島
2022/5/29,29.9,18.3,晴れときどき曇り,徳島
2022/5/30,24.4,16.5,雨ときどき曇り,徳島
2022/5/31,29.4,18.9,晴れ,徳島
2022/6/1,23.9,16.1,曇り,徳島
2022/6/2,27.6,15.5,晴れ,徳島
2022/6/3,28.0,17.8,晴れ,徳島
2022/6/4,27.0,18.8,晴れ,徳島
2022/6/5,23.7,18.0,曇りのち雨,徳島
2022/6/6,24.7,17.6,雨,徳島
2022/6/7,25.3,18.8,晴れのち曇り,徳島
2022/6/8,24.7,16.6,晴れときどき曇り,徳島
2022/6/9,28.0,16.8,晴れときどき曇り,徳島
2022/6/10,27.8,18.4,晴れときどき曇り,徳島
2022/6/11,23.2,19.4,雨ときどき曇り,徳島
2022/6/12,27.9,19.0,晴れときどき曇り,徳島
2022/1/1,9.4,3.5,晴れ,下関
2022/1/2,12.1,2.9,晴れ,下関
2022/1/3,12.7,6.0,晴れ,下関
2022/1/4,11.2,7.0,曇りときどき晴れ,下関
2022/1/5,8.9,5.3,曇り,下関
2022/1/6,11.7,6.1,曇り,下関
2022/1/7,12.3,4.6,晴れ,下関
2022/1/8,12.3,5.0,晴れ,下関
2022/1/9,11.8,6.2,曇り,下関
2022/1/10,13.3,4.5,晴れときどき曇り,下関
2022/1/11,9.5,4.1,雨のち曇り,下関
2022/1/12,6.8,3.7,曇り,下関
2022/1/13,6.7,4.1,曇りのちみぞれ,下関
2022/1/14,6.5,2.7,曇り,下関
2022/1/15,8.6,2.3,曇りときどき晴れ,下関
2022/1/16,10.4,4.9,雨ときどき曇り,下関
2022/1/17,8.8,6.3,晴れときどき曇り,下関
2022/1/18,7.3,2.4,晴れときどき曇り,下関
2022/1/19,9.6,2.2,晴れのち雨,下関
2022/1/20,8.7,3.9,曇りときどき晴れ,下関
2022/1/21,9.1,4.4,曇り,下関
2022/1/22,9.6,3.6,晴れ,下関
2022/1/23,8.4,5.4,雨,下関
2022/1/24,10.3,5.5,雨のち曇り,下関
2022/1/25,11.1,3.1,晴れときどき曇り,下関
2022/1/26,11.6,5.3,曇りときどき晴れ,下関
2022/1/27,12.4,5.3,曇りときどき晴れ,下関
2022/1/28,12.0,5.4,晴れときどき曇り,下関
2022/1/29,10.6,5.0,曇り,下関
2022/1/30,10.4,4.8,曇り,下関
2022/1/31,9.8,4.8,曇り,下関
2022/2/1,8.6,4.7,雨のち曇り,下関
2022/2/2,9.6,3.5,曇りときどき晴れ,下関
2022/2/3,8.5,5.0,曇りときどき晴れ,下関
2022/2/4,0.0,0.0,曇りときどき晴れ,下関
2022/2/5,6.1,2.2,雪ときどき晴れ,下関
2022/2/6,6.1,2.0,曇り,下関
2022/2/7,8.5,5.0,曇り,下関
2022/2/8,9.4,3.9,曇り,下関
2022/2/9,12.3,3.0,晴れ,下関
2022/2/10,12.8,6.8,曇りときどき雨,下関
2022/2/11,13.0,4.6,晴れときどき雨,下関
2022/2/12,12.8,5.4,曇りときどき晴れ,下関
2022/2/13,8.3,6.5,雨,下関
2022/2/14,12.3,6.1,曇りのち晴れ,下関
2022/2/15,9.9,5.5,曇りときどき晴れ,下関
2022/2/16,5.6,1.0,曇りときどき雪,下関
2022/2/17,3.4,-0.3,曇りときどき雪,下関
2022/2/18,8.4,0.3,曇りのち晴れ,下関
2022/2/19,7.7,4.6,雨,下関
2022/2/20,8.3,2.7,曇り,下関
2022/2/21,6.3,2.6,曇り,下関
2022/2/22,7.0,1.6,晴れ,下関
2022/2/23,5.2,1.9,曇り,下関
2022/2/24,6.4,1.5,晴れときどき曇り,下関
2022/2/25,9.8,3.1,晴れ,下関
2022/2/26,13.0,3.9,晴れ,下関
2022/2/27,11.6,6.0,晴れ,下関
2022/2/28,15.4,3.5,晴れ,下関
2022/3/1,12.5,8.3,雨ときどき曇り,下関
2022/3/2,11.9,7.2,晴れ,下関
2022/3/3,12.7,7.1,晴れ,下関
2022/3/4,11.9,5.8,曇りときどき晴れ,下関
2022/3/5,16.0,7.2,晴れ,下関
2022/3/6,9.4,3.9,晴れ,下関
2022/3/7,10.3,3.7,曇りときどき晴れ,下関
2022/3/8,13.6,3.9,晴れ,下関
2022/3/9,15.8,6.3,晴れ,下関
2022/3/10,17.0,6.2,晴れ,下関
2022/3/11,19.8,8.6,曇りときどき晴れ,下関
2022/3/12,20.4,12.6,曇りときどき晴れ,下関
2022/3/13,18.7,12.8,曇りときどき雨,下関
2022/3/14,21.0,13.8,曇りときどき雨,下関
2022/3/15,17.0,12.1,晴れときどき雨,下関
2022/3/16,18.3,10.1,晴れ,下関
2022/3/17,19.2,11.7,曇りときどき晴れ,下関
2022/3/18,13.5,9.7,雨,下関
2022/3/19,12.6,7.5,曇りのち雨,下関
2022/3/20,13.5,7.0,曇り,下関
2022/3/21,14.9,9.7,曇り,下関
2022/3/22,14.6,7.6,曇り,下関
2022/3/23,10.3,6.3,曇り,下関
2022/3/24,15.5,5.6,晴れときどき曇り,下関
2022/3/25,17.1,8.9,曇りときどき晴れ,下関
2022/3/26,17.5,13.5,雨ときどき曇り,下関
2022/3/27,17.1,12.4,晴れときどき曇り,下関
2022/3/28,15.0,10.7,曇り,下関
2022/3/29,15.5,10.1,曇り,下関
2022/3/30,17.6,12.2,曇り,下関
2022/3/31,15.6,12.1,曇りときどき雨,下関
2022/4/1,15.2,8.8,晴れ,下関
2022/4/2,14.2,7.4,曇りのち晴れ,下関
2022/4/3,17.0,5.2,晴れ,下関
2022/4/4,17.0,7.2,晴れ,下関
2022/4/5,18.1,7.1,晴れ,下関
2022/4/6,18.4,12.7,晴れ,下関
2022/4/7,21.8,10.7,晴れ,下関
2022/4/8,19.8,13.0,晴れ,下関
2022/4/9,23.1,11.5,晴れ,下関
2022/4/10,23.2,13.8,晴れ,下関
2022/4/11,19.7,14.8,曇り,下関
2022/4/12,23.9,16.2,曇りときどき雨,下関
2022/4/13,20.7,15.7,曇りときどき晴れ,下関
2022/4/14,16.8,14.5,雨,下関
2022/4/15,15.2,11.4,曇りときどき雨,下関
2022/4/16,18.9,9.6,晴れ,下関
2022/4/17,19.6,9.6,晴れ,下関
2022/4/18,20.7,11.8,曇り,下関
2022/4/19,21.3,12.4,晴れ,下関
2022/4/20,23.7,12.6,晴れ,下関
2022/4/21,16.7,14.0,雨,下関
2022/4/22,22.1,14.3,晴れ,下関
2022/4/23,18.6,16.2,曇りときどき雨,下関
2022/4/24,21.9,15.7,雨のち曇り,下関
2022/4/25,22.1,15.5,曇り,下関
2022/4/26,23.7,17.7,大雨,下関
2022/4/27,22.5,15.9,曇りときどき雨,下関
2022/4/28,25.1,14.5,晴れときどき曇り,下関
2022/4/29,19.1,12.5,大雨,下関
2022/4/30,18.8,12.4,晴れ,下関
2022/5/1,18.8,12.5,曇り,下関
2022/5/2,19.2,10.3,晴れときどき曇り,下関
2022/5/3,20.9,10.1,晴れ,下関
2022/5/4,22.2,12.5,晴れ,下関
2022/5/5,22.7,14.9,晴れ,下関
2022/5/6,21.1,17.7,曇り,下関
2022/5/7,25.5,17.7,晴れときどき曇り,下関
2022/5/8,24.3,17.0,晴れ,下関
2022/5/9,0.0,0.0,曇りときどき晴れ,下関
2022/5/10,20.7,16.5,曇りときどき晴れ,下関
2022/5/11,20.5,16.7,曇りときどき雨,下関
2022/5/12,19.4,18.0,雨ときどき曇り,下関
2022/5/13,20.4,17.7,雨,下関
2022/5/14,20.0,16.2,曇り,下関
2022/5/15,20.9,15.8,曇り,下関
2022/5/16,21.4,15.2,曇りときどき晴れ,下関
2022/5/17,23.5,16.0,晴れ,下関
2022/5/18,27.0,15.1,晴れ,下関
2022/5/19,25.3,16.3,曇りときどき晴れ,下関
2022/5/20,22.3,17.8,曇りときどき雨,下関
2022/5/21,24.7,17.1,晴れ,下関
2022/5/22,26.2,16.7,晴れ,下関
2022/5/23,24.8,19.8,曇り,下関
2022/5/24,27.7,18.5,晴れ,下関
2022/5/25,26.1,19.9,晴れ,下関
2022/5/26,23.6,20.0,曇り,下関
2022/5/27,27.8,18.9,晴れ,下関
2022/5/28,28.6,20.3,曇りときどき晴れ,下関
2022/5/29,29.8,18.4,晴れ,下関
2022/5/30,22.1,17.3,雨ときどき曇り,下関
2022/5/31,24.7,19.5,晴れ,下関
2022/6/1,25.7,18.0,曇り,下関
2022/6/2,25.8,19.5,晴れ,下関
2022/6/3,25.9,18.6,晴れ,下関
2022/6/4,27.8,18.8,晴れ,下関
2022/6/5,21.9,16.6,大雨,下関
2022/6/6,22.7,17.4,曇りときどき雨,下関
2022/6/7,24.1,17.6,晴れ,下関
2022/6/8,25.3,17.8,晴れ,下関
2022/6/9,27.1,17.8,晴れ,下関
2022/6/10,26.5,20.3,曇り,下関
2022/6/11,22.7,20.1,雨ときどき曇り,下関
2022/6/12,28.0,18.7,曇りときどき晴れ,下関
2022/1/1,9.5,0.6,晴れ,福岡
